 ,Char. Length,Eucl. Length,File Name
300,14.2426,13.3417,Bimodal_2_m02_S1_Intersections2.csv
301,13.8995,13.0384,Bimodal_2_m02_S1_Intersections2.csv
302,13.4853,12.5300,Bimodal_2_m02_S1_Intersections2.csv
303,13.4142,13.0384,Bimodal_2_m02_S1_Intersections2.csv
304,13.3137,12.7279,Bimodal_2_m02_S1_Intersections2.csv
305,13.3137,12.8062,Bimodal_2_m02_S1_Intersections2.csv
306,12.7279,12.7279,Bimodal_2_m02_S1_Intersections2.csv
307,12.6569,11.1803,Bimodal_2_m02_S1_Intersections2.csv
308,12.4853,11.6619,Bimodal_2_m02_S1_Intersections2.csv
309,11.6569,10.7703,Bimodal_2_m02_S1_Intersections2.csv
310,11.4853,10.6301,Bimodal_2_m02_S1_Intersections2.csv
311,11.2426,10.0499,Bimodal_2_m02_S1_Intersections2.csv
312,11.2426,10.0499,Bimodal_2_m02_S1_Intersections2.csv
313,10.8995,10.6301,Bimodal_2_m02_S1_Intersections2.csv
314,10.8284,10.1980,Bimodal_2_m02_S1_Intersections2.csv
315,10.6569,9.2195,Bimodal_2_m02_S1_Intersections2.csv
316,10.0711,9.4340,Bimodal_2_m02_S1_Intersections2.csv
317,9.8284,9.2195,Bimodal_2_m02_S1_Intersections2.csv
318,9.8284,8.0623,Bimodal_2_m02_S1_Intersections2.csv
319,9.4853,9.2195,Bimodal_2_m02_S1_Intersections2.csv
320,9.4142,9.0554,Bimodal_2_m02_S1_Intersections2.csv
321,9.4142,9.0554,Bimodal_2_m02_S1_Intersections2.csv
322,9.4142,9.0554,Bimodal_2_m02_S1_Intersections2.csv
323,9.4142,9.0554,Bimodal_2_m02_S1_Intersections2.csv
324,8.8284,8.2462,Bimodal_2_m02_S1_Intersections2.csv
325,8.4142,8.0623,Bimodal_2_m02_S1_Intersections2.csv
326,8.2426,7.2111,Bimodal_2_m02_S1_Intersections2.csv
327,8.0711,7.8102,Bimodal_2_m02_S1_Intersections2.csv
328,8.0000,8.0000,Bimodal_2_m02_S1_Intersections2.csv
