 ,Angle,Gel-glu ES 221023_LM_01_segmented_OrientJ Hist.csv,Gel-glu ES 221023_LM_01_segmented_OrientJ Hist.csv Normalized,GelGlu_A 06.06.23 10k_65 KR_segmented_OrientJ Hist.csv,GelGlu_A 06.06.23 10k_65 KR_segmented_OrientJ Hist.csv Normalized,GelGlu_B 11.10.23 10k_67 KR_segmented_OrientJ Hist.csv,GelGlu_B 11.10.23 10k_67 KR_segmented_OrientJ Hist.csv Normalized,PCL PEO CAM kont 160818 x10k11_segmented_OrientJ Hist.csv,PCL PEO CAM kont 160818 x10k11_segmented_OrientJ Hist.csv Normalized,PCL_CAM_11.10.23_10k_13 KR_segmented_OrientJ Hist.csv,PCL_CAM_11.10.23_10k_13 KR_segmented_OrientJ Hist.csv Normalized,PCL_CAM_4%_10KX_1_segmented_OrientJ Hist.csv,PCL_CAM_4%_10KX_1_segmented_OrientJ Hist.csv Normalized,PCL_CAM_4%_10KX_2_segmented_OrientJ Hist.csv,PCL_CAM_4%_10KX_2_segmented_OrientJ Hist.csv Normalized,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_OrientJ Hist.csv,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_OrientJ Hist.csv Normalized,binary_0_OrientJ Hist.csv,binary_0_OrientJ Hist.csv Normalized,binary_1_OrientJ Hist.csv,binary_1_OrientJ Hist.csv Normalized,binary_2_OrientJ Hist.csv,binary_2_OrientJ Hist.csv Normalized,binary_3_OrientJ Hist.csv,binary_3_OrientJ Hist.csv Normalized,binary_4_OrientJ Hist.csv,binary_4_OrientJ Hist.csv Normalized,binary_5_OrientJ Hist.csv,binary_5_OrientJ Hist.csv Normalized,binary_6_OrientJ Hist.csv,binary_6_OrientJ Hist.csv Normalized,pclpeo cam 06.09.23 10k KR_segmented_OrientJ Hist.csv,pclpeo cam 06.09.23 10k KR_segmented_OrientJ Hist.csv Normalized,Sum_of_Frequencies,Sum_of_Norm_Frequencies
74,-17,642.2230,0.0020,444.4623,0.0029,272.3986,0.0014,3045.1237,0.0080,2254.9840,0.0084,1280.0997,0.0080,248.9896,0.0016,2298.8942,0.0060,1489.7686,0.0057,811.3068,0.0031,263.1838,0.0009,2357.8239,0.0099,8508.4291,0.0341,156.6793,0.0006,3536.4144,0.0114,1334.4017,0.0032,28945.1827,0.1072
75,-16,680.9730,0.0020,498.4329,0.0032,279.7646,0.0015,3132.6420,0.0082,1615.5768,0.0060,1510.3229,0.0095,155.7248,0.0010,1688.0268,0.0044,956.4651,0.0036,933.3833,0.0035,256.8514,0.0009,1315.8633,0.0055,2112.5974,0.0085,185.0521,0.0008,4207.7672,0.0135,1401.3451,0.0034,20930.7887,0.0755
76,-15,599.3680,0.0020,591.7290,0.0038,343.0059,0.0018,3319.7726,0.0087,1747.7262,0.0065,1735.2626,0.0109,88.2871,0.0006,1637.7922,0.0043,303.3889,0.0012,1086.6766,0.0041,288.9411,0.0010,2921.5507,0.0122,1210.3057,0.0049,275.2902,0.0011,2267.4501,0.0073,1493.4844,0.0036,19910.0313,0.0740
77,-14,552.2220,0.0020,539.8979,0.0035,457.0280,0.0024,2520.2438,0.0066,1546.8873,0.0058,1640.9374,0.0103,470.7855,0.0031,2851.8234,0.0075,209.6367,0.0008,1116.8595,0.0042,380.4818,0.0013,2059.1158,0.0086,1089.3503,0.0044,409.1994,0.0017,1838.7194,0.0059,1459.9489,0.0035,19143.1371,0.0716
78,-13,525.0030,0.0020,465.8667,0.0030,611.5353,0.0032,1896.7235,0.0050,1587.8434,0.0059,1642.8312,0.0103,542.6149,0.0036,3994.4738,0.0105,187.5447,0.0007,1350.6879,0.0051,620.7025,0.0022,1446.0847,0.0061,1053.3781,0.0042,378.9958,0.0015,1732.4657,0.0056,1600.5179,0.0039,19637.2691,0.0728
79,-12,484.4340,0.0020,476.4395,0.0031,535.3613,0.0028,1629.4242,0.0043,1699.1720,0.0063,1342.2367,0.0084,570.4758,0.0038,3240.8950,0.0085,198.2905,0.0008,2126.0249,0.0081,3918.8990,0.0138,1661.1276,0.0070,1220.9759,0.0049,331.3633,0.0013,1620.8346,0.0052,3057.8904,0.0074,24113.8447,0.0877
80,-11,536.4160,0.0020,583.2744,0.0038,456.2208,0.0024,1564.6294,0.0041,1751.0114,0.0065,1110.3472,0.0070,623.2180,0.0041,3123.1120,0.0082,279.0951,0.0011,10234.0991,0.0389,7721.8286,0.0272,1428.5406,0.0060,2530.0463,0.0101,352.5569,0.0014,1683.5039,0.0054,3086.6643,0.0075,37064.5640,0.1357
81,-10,659.4600,0.0020,556.7194,0.0036,569.7407,0.0030,1709.0377,0.0045,1771.3900,0.0066,1058.9904,0.0066,224.5521,0.0015,2718.9033,0.0071,393.2768,0.0015,5434.7104,0.0207,1027.8263,0.0036,637.1162,0.0027,1565.3417,0.0063,378.7257,0.0015,2048.5011,0.0066,3219.7961,0.0078,23974.0879,0.0856
82,-9,781.0410,0.0030,478.6008,0.0031,744.2287,0.0039,1999.6263,0.0052,2546.2264,0.0095,1453.6901,0.0091,0,0,2513.7172,0.0066,617.7057,0.0024,2212.1189,0.0084,436.6507,0.0015,657.9037,0.0028,684.5590,0.0027,390.9542,0.0016,3190.8661,0.0102,6478.7722,0.0157,25186.6610,0.0857
83,-8,1022.3150,0.0040,522.8718,0.0034,710.2991,0.0037,2666.5018,0.0070,3518.9901,0.0131,2254.3805,0.0141,9.6487,6.366E-5,1189.0218,0.0031,718.4622,0.0027,2247.2366,0.0085,265.6217,0.0009,611.3712,0.0026,584.3810,0.0023,441.9819,0.0018,4929.3038,0.0158,7025.3826,0.0171,28717.7698,0.1002
84,-7,1200.6640,0.0040,411.4717,0.0027,762.4970,0.0040,3177.0209,0.0083,1857.8695,0.0069,1127.5519,0.0071,89.7691,0.0006,1258.3848,0.0033,1055.9552,0.0040,2129.2524,0.0081,187.5716,0.0007,614.0183,0.0026,537.6887,0.0022,346.8513,0.0014,3195.9384,0.0103,7155.8411,0.0174,25108.3459,0.0836
85,-6,1203.3600,0.0040,621.7137,0.0040,726.9947,0.0038,5181.4523,0.0135,1729.3983,0.0064,895.8984,0.0056,131.3876,0.0009,1124.5099,0.0030,4145.1207,0.0158,2618.9094,0.0100,151.9511,0.0005,709.6785,0.0030,631.0228,0.0025,199.4168,0.0008,2846.3268,0.0091,2845.8848,0.0069,25763.0258,0.0898
86,-5,1515.9140,0.0050,691.8558,0.0045,758.4377,0.0040,5735.1476,0.0150,1828.2843,0.0068,1034.8904,0.0065,356.4330,0.0024,951.1307,0.0025,1583.5331,0.0060,2874.6448,0.0109,134.5298,0.0005,828.5535,0.0035,866.3924,0.0035,324.5605,0.0013,3705.4559,0.0119,2742.1240,0.0067,25931.8875,0.0910
87,-4,1342.2680,0.0050,490.4679,0.0032,676.2346,0.0036,8427.3409,0.0220,2418.9550,0.0090,1394.8832,0.0087,646.2044,0.0043,958.2927,0.0025,904.5798,0.0034,3749.2676,0.0143,140.7391,0.0005,811.4913,0.0034,1380.3231,0.0055,234.5590,0.0010,3458.8514,0.0111,2914.6760,0.0071,29949.1340,0.1046
88,-3,1315.8530,0.0050,468.0017,0.0030,652.6088,0.0034,6707.5626,0.0175,3978.3817,0.0148,2084.3571,0.0131,596.6413,0.0039,1026.6796,0.0027,1034.8185,0.0039,15949.5815,0.0606,181.2896,0.0006,1378.0508,0.0058,2022.6923,0.0081,177.7665,0.0007,2982.2689,0.0096,2835.0505,0.0069,43391.6044,0.1596
89,-2,1199.0590,0.0040,450.1556,0.0029,651.4786,0.0034,6781.8761,0.0177,5193.7562,0.0193,2798.4298,0.0176,499.1718,0.0033,832.3083,0.0022,946.4430,0.0036,8273.9194,0.0315,259.4829,0.0009,2689.5277,0.0113,1953.2275,0.0078,171.6459,0.0007,4048.1222,0.0130,3217.2424,0.0078,39965.8464,0.1470
90,-1,1436.1370,0.0050,467.5254,0.0030,807.0091,0.0042,6716.4669,0.0176,5158.6532,0.0192,1862.7618,0.0117,297.5912,0.0020,1596.6010,0.0042,1000.0753,0.0038,11539.5845,0.0439,362.9973,0.0013,1640.8463,0.0069,912.8913,0.0037,200.6285,0.0008,7262.5656,0.0233,4874.5676,0.0118,46136.9020,0.1624
91,0,1864.3860,0.0060,603.6558,0.0039,1022.7368,0.0054,12511.8107,0.0327,9973.4159,0.0371,1478.5951,0.0093,134.5243,0.0009,6125.7033,0.0161,1132.2116,0.0043,5282.8140,0.0201,324.2729,0.0011,1134.5691,0.0048,651.1757,0.0026,278.0200,0.0011,8036.0641,0.0258,4464.6345,0.0108,55018.5898,0.1820
92,1,1223.4970,0.0040,1000.5319,0.0065,1217.6866,0.0064,5250.4396,0.0137,7910.6991,0.0294,1076.8470,0.0068,178.9471,0.0012,4239.6965,0.0111,1187.8990,0.0045,4824.9658,0.0183,445.9950,0.0016,914.9268,0.0038,618.6077,0.0025,491.5981,0.0020,13738.9293,0.0441,4428.2673,0.0108,48749.5338,0.1667
93,2,934.4200,0.0030,1381.0341,0.0089,1381.9271,0.0073,2669.8046,0.0070,9043.7821,0.0336,965.6791,0.0061,305.1295,0.0020,1725.4382,0.0045,1180.3521,0.0045,5103.0537,0.0194,1084.4845,0.0038,852.5494,0.0036,653.2724,0.0026,1028.5795,0.0042,8998.6061,0.0289,9820.3455,0.0238,47128.4579,0.1632
94,3,1903.5080,0.0070,2103.7489,0.0136,1230.1182,0.0065,2292.9073,0.0060,3361.9845,0.0125,873.1901,0.0055,358.1585,0.0024,849.9578,0.0022,2108.0169,0.0080,3638.7964,0.0138,1506.5996,0.0053,934.1401,0.0039,623.4753,0.0025,1637.7153,0.0067,7108.2120,0.0228,10489.9626,0.0255,41020.4915,0.1442
95,4,8941.2040,0.0310,3070.6093,0.0199,1027.7141,0.0054,2262.3544,0.0059,3744.8553,0.0139,611.5936,0.0038,682.1238,0.0045,573.4901,0.0015,1361.8880,0.0052,2803.9492,0.0107,863.3942,0.0030,844.7910,0.0035,668.7708,0.0027,2763.6464,0.0113,4887.6290,0.0157,15604.1443,0.0379,50712.1575,0.1759
96,5,14498.6540,0.0500,2373.6132,0.0154,1535.2715,0.0081,1592.1417,0.0042,3485.5927,0.0130,595.9388,0.0037,963.0301,0.0064,401.3922,0.0011,1450.3543,0.0055,2471.8877,0.0094,2035.9185,0.0072,728.9777,0.0031,551.7608,0.0022,4516.1584,0.0184,3503.2806,0.0112,8836.0046,0.0215,49539.9768,0.1804
97,6,4818.3070,0.0170,1956.5934,0.0127,1311.2662,0.0069,1363.8060,0.0036,2641.6305,0.0098,507.9525,0.0032,1164.9645,0.0077,302.7370,0.0008,1227.0909,0.0047,2890.6128,0.0110,1788.8174,0.0063,849.4508,0.0036,536.4899,0.0022,3905.3810,0.0159,8927.0817,0.0287,11470.5173,0.0279,45662.6989,0.1620
98,7,2382.3190,0.0080,1578.9598,0.0102,1377.7156,0.0072,1308.0336,0.0034,2783.6071,0.0104,462.3636,0.0029,1075.5817,0.0071,206.2498,0.0005,1043.9886,0.0040,1852.9429,0.0070,195.3906,0.0007,943.0266,0.0039,596.8981,0.0024,4673.9777,0.0190,7110.0450,0.0228,12210.4402,0.0296,39801.5399,0.1391
99,8,2313.1430,0.0080,1220.9095,0.0079,997.5316,0.0052,1426.0945,0.0037,2188.2960,0.0081,399.6875,0.0025,1057.2320,0.0070,154.2286,0.0004,934.5411,0.0036,1461.9509,0.0056,192.9163,0.0007,867.6061,0.0036,681.1695,0.0027,2202.3779,0.0090,1718.9050,0.0055,8737.8318,0.0212,26554.4213,0.0947
100,9,1788.1410,0.0060,1038.4119,0.0067,736.2545,0.0039,1119.9926,0.0029,1251.9384,0.0047,287.6429,0.0018,607.7663,0.0040,117.4025,0.0003,979.1317,0.0037,1280.5939,0.0049,270.7476,0.0010,1090.8882,0.0046,1202.3294,0.0048,1478.0966,0.0060,1223.0391,0.0039,5919.4050,0.0144,20391.7816,0.0736
101,10,1739.1780,0.0060,933.2209,0.0060,529.1070,0.0028,978.0854,0.0026,1495.5216,0.0056,209.5565,0.0013,586.3184,0.0039,89.7840,0.0002,1405.2036,0.0054,990.4956,0.0038,435.1193,0.0015,3199.8448,0.0134,1810.2082,0.0073,1481.9240,0.0060,1007.6681,0.0032,5312.0876,0.0129,22203.3230,0.0819
102,11,1456.5820,0.0050,978.0300,0.0063,415.6271,0.0022,1040.4669,0.0027,1701.5385,0.0063,222.4188,0.0014,154.8998,0.0010,57.4541,0.0002,3352.6153,0.0128,828.7046,0.0032,921.9026,0.0032,5794.8722,0.0243,1616.5729,0.0065,1149.5721,0.0047,855.5181,0.0027,4433.9158,0.0108,24980.6908,0.0933
103,12,1263.4220,0.0040,946.9020,0.0061,297.4785,0.0016,1320.8120,0.0035,1639.4708,0.0061,290.8456,0.0018,100.5139,0.0007,62.3620,0.0002,2612.2225,0.0100,721.3478,0.0027,3964.6265,0.0140,4611.3160,0.0193,1563.5541,0.0063,940.4356,0.0038,744.0680,0.0024,5620.7126,0.0136,26700.0899,0.0961
104,13,1246.2820,0.0040,834.1134,0.0054,298.8826,0.0016,1439.4039,0.0038,992.1312,0.0037,239.9988,0.0015,268.5342,0.0018,58.1568,0.0002,1789.5667,0.0068,679.6145,0.0026,3383.0533,0.0119,2456.7592,0.0103,1568.0876,0.0063,859.3122,0.0035,642.8518,0.0021,4163.0925,0.0101,20919.8407,0.0756
105,14,1607.9340,0.0060,896.5015,0.0058,362.6923,0.0019,1348.6454,0.0035,699.2853,0.0026,250.8790,0.0016,182.4259,0.0012,63.8115,0.0002,1785.5138,0.0068,723.6978,0.0028,2076.6736,0.0073,2512.6046,0.0105,2125.7863,0.0085,771.8915,0.0031,551.3463,0.0018,2497.9680,0.0061,18457.6568,0.0697
106,15,1064.8370,0.0040,767.2051,0.0050,348.5240,0.0018,1769.2560,0.0046,596.5905,0.0022,298.4115,0.0019,172.0587,0.0011,88.3315,0.0002,1626.5802,0.0062,790.4714,0.0030,1592.1392,0.0056,2238.1823,0.0094,4791.1469,0.0192,746.7455,0.0030,473.5256,0.0015,3016.2329,0.0073,20380.2383,0.0760
107,16,932.0850,0.0030,901.8412,0.0058,274.6401,0.0014,5101.5734,0.0133,495.6536,0.0018,487.4458,0.0031,276.7370,0.0018,134.1194,0.0004,7575.4488,0.0289,798.9620,0.0030,1581.7260,0.0056,3404.1217,0.0143,10303.3637,0.0413,798.4597,0.0033,425.3892,0.0014,3549.9993,0.0086,37041.5659,0.1370
108,17,1032.0920,0.0040,1119.5742,0.0073,188.3774,0.0010,3178.7001,0.0083,997.3386,0.0037,639.4409,0.0040,339.3915,0.0022,122.0199,0.0003,4069.0821,0.0155,922.7582,0.0035,2011.5069,0.0071,3498.1720,0.0146,1446.5434,0.0058,770.9280,0.0031,400.0266,0.0013,2662.7505,0.0065,23398.7023,0.0882
109,18,1441.4110,0.0050,1223.8003,0.0079,182.4543,0.0010,1563.4689,0.0041,1135.0878,0.0042,573.3835,0.0036,845.9786,0.0056,41.2883,0.0001,3088.0316,0.0118,952.1500,0.0036,4670.6856,0.0165,1293.2158,0.0054,793.3261,0.0032,514.2061,0.0021,393.9800,0.0013,3273.1248,0.0079,21985.5927,0.0833
110,19,1244.2720,0.0040,1278.7678,0.0083,231.7267,0.0012,1096.5042,0.0029,1017.7006,0.0038,742.0835,0.0047,1654.0790,0.0109,9.9119,2.604E-5,7254.7242,0.0276,3450.5034,0.0131,5313.5098,0.0187,1197.9681,0.0050,521.1589,0.0021,425.4960,0.0017,370.5690,0.0012,4935.1423,0.0120,30744.1174,0.1172
111,20,1104.0170,0.0040,1601.4579,0.0104,338.8364,0.0018,1315.1758,0.0034,690.9301,0.0026,619.7004,0.0039,1885.7829,0.0124,11.9858,3.149E-5,5677.3521,0.0216,4137.2534,0.0157,2132.3150,0.0075,1161.3820,0.0049,347.8928,0.0014,511.3351,0.0021,387.1447,0.0012,6913.6394,0.0168,28836.2008,0.1097
112,21,1121.7840,0.0040,1454.8939,0.0094,792.6946,0.0042,1526.6477,0.0040,741.1257,0.0028,410.8574,0.0026,1098.2684,0.0072,23.3246,6.127E-5,4614.6710,0.0176,1548.3772,0.0059,1461.5075,0.0051,1431.8469,0.0060,206.5507,0.0008,746.5306,0.0030,295.8514,0.0009,10683.0564,0.0259,28157.9880,0.0995
113,22,1415.9310,0.0050,1383.4056,0.0090,587.0179,0.0031,1360.7513,0.0036,1050.2089,0.0039,250.1599,0.0016,246.7997,0.0016,68.2356,0.0002,5622.3331,0.0214,5918.1021,0.0225,1202.8804,0.0042,1782.3383,0.0075,138.6905,0.0006,1233.2586,0.0050,230.1982,0.0007,6006.4529,0.0146,28496.7640,0.1045
114,23,2893.6980,0.0100,1258.0858,0.0081,378.1588,0.0020,1084.3878,0.0028,942.7228,0.0035,394.2577,0.0025,87.6918,0.0006,230.6572,0.0006,4006.8316,0.0153,2552.8420,0.0097,1026.3463,0.0036,1209.2922,0.0051,90.4878,0.0004,3788.0544,0.0154,252.5542,0.0008,1420.5022,0.0034,21616.5706,0.0838
115,24,2524.8120,0.0090,869.2323,0.0056,443.6391,0.0023,848.3090,0.0022,1008.3972,0.0037,349.5710,0.0022,43.7040,0.0003,634.7584,0.0017,3392.2879,0.0129,967.8129,0.0037,916.0694,0.0032,1154.8264,0.0048,55.3406,0.0002,2025.9882,0.0083,267.3969,0.0009,664.3698,0.0016,16166.5151,0.0626
116,25,1148.2680,0.0040,686.4327,0.0044,518.1566,0.0027,826.8878,0.0022,1064.8888,0.0040,277.3210,0.0017,30.9745,0.0002,747.1887,0.0020,3342.2215,0.0127,742.2990,0.0028,821.5652,0.0029,1812.7294,0.0076,38.4064,0.0002,1947.2934,0.0079,270.8326,0.0009,639.1327,0.0016,14914.5983,0.0578
117,26,1222.2610,0.0040,594.0568,0.0038,509.9167,0.0027,857.8457,0.0022,852.6106,0.0032,185.7921,0.0012,17.7015,0.0001,860.0292,0.0023,3273.6161,0.0125,633.3944,0.0024,770.1184,0.0027,1044.5846,0.0044,0,0,2235.9577,0.0091,292.4434,0.0009,648.7142,0.0016,13999.0424,0.0531
118,27,2405.2080,0.0080,550.8446,0.0036,345.8554,0.0018,783.9163,0.0020,705.8385,0.0026,191.2764,0.0012,70.1927,0.0005,1307.9832,0.0034,2961.8143,0.0113,543.4197,0.0021,762.1825,0.0027,814.7130,0.0034,0.6417,2.572E-6,492.1223,0.0020,424.1810,0.0014,679.7162,0.0017,13039.9058,0.0477
119,28,2168.1640,0.0080,548.4657,0.0036,335.0776,0.0018,804.9432,0.0021,698.7533,0.0026,233.0192,0.0015,148.3441,0.0010,1817.6315,0.0048,2315.4300,0.0088,349.1581,0.0013,726.9616,0.0026,830.4542,0.0035,3.0793,1.234E-5,508.8665,0.0021,433.2270,0.0014,755.6656,0.0018,12677.2409,0.0469
120,29,1856.8530,0.0060,570.1385,0.0037,272.4841,0.0014,1402.4880,0.0037,787.6959,0.0029,321.2992,0.0020,272.8271,0.0018,1228.5510,0.0032,1925.0321,0.0073,156.9226,0.0006,792.3124,0.0028,635.3727,0.0027,25.8992,0.0001,782.9987,0.0032,438.5419,0.0014,799.8400,0.0019,12269.2564,0.0447
121,30,2356.1140,0.0080,505.3799,0.0033,230.0707,0.0012,1633.1093,0.0043,792.2654,0.0029,334.9681,0.0021,391.9709,0.0026,838.2685,0.0022,1655.1742,0.0063,154.2036,0.0006,967.9307,0.0034,528.7092,0.0022,75.4630,0.0003,1374.0380,0.0056,480.3044,0.0015,689.4526,0.0017,13007.4225,0.0482
122,31,2611.6150,0.0090,522.8179,0.0034,230.3890,0.0012,1110.5568,0.0029,740.6771,0.0028,326.8706,0.0021,521.4201,0.0034,950.6754,0.0025,1416.1943,0.0054,192.9675,0.0007,1513.7641,0.0053,526.6667,0.0022,158.7903,0.0006,1933.3979,0.0079,546.3312,0.0018,558.4268,0.0014,13861.5607,0.0526
123,32,1911.0670,0.0070,541.5558,0.0035,283.8550,0.0015,1034.0264,0.0027,828.3622,0.0031,344.5887,0.0022,778.0742,0.0051,1158.6242,0.0030,1287.2978,0.0049,142.5826,0.0005,3432.7552,0.0121,626.4343,0.0026,497.8286,0.0020,2015.6364,0.0082,647.3743,0.0021,504.0086,0.0012,16034.0713,0.0617
124,33,2529.9170,0.0090,554.5468,0.0036,450.5433,0.0024,1098.7745,0.0029,977.8672,0.0036,429.2003,0.0027,1080.9337,0.0071,1515.5903,0.0040,1259.4164,0.0048,134.3973,0.0005,3903.8140,0.0137,787.1166,0.0033,2444.6750,0.0098,2424.2411,0.0099,649.2521,0.0021,497.0479,0.0012,20737.3335,0.0806
125,34,1609.1780,0.0060,534.0780,0.0035,747.7650,0.0039,1180.0132,0.0031,1200.3293,0.0045,613.8051,0.0039,1275.1867,0.0084,1849.6208,0.0049,1407.9428,0.0054,167.6315,0.0006,2192.5093,0.0077,1192.6948,0.0050,1682.6982,0.0067,2893.2314,0.0118,700.7029,0.0022,540.1075,0.0013,19787.4945,0.0789
126,35,994.4610,0.0030,423.6342,0.0027,644.5742,0.0034,1457.2471,0.0038,1813.1437,0.0067,1050.6572,0.0066,1064.8803,0.0070,1670.1098,0.0044,1134.8082,0.0043,216.4665,0.0008,1626.7704,0.0057,1185.5764,0.0050,874.1445,0.0035,1936.7123,0.0079,838.2871,0.0027,515.8279,0.0013,17447.3008,0.0688
127,36,1080.1850,0.0040,382.3334,0.0025,639.3624,0.0034,1832.4681,0.0048,3235.5494,0.0120,1590.3585,0.0100,805.6916,0.0053,1779.2250,0.0047,958.8390,0.0037,333.3075,0.0013,1443.1825,0.0051,1137.4612,0.0048,628.1075,0.0025,1684.5285,0.0069,1201.8950,0.0039,660.4432,0.0016,19392.9378,0.0765
128,37,1243.9300,0.0040,455.7644,0.0030,710.4119,0.0037,1785.3070,0.0047,3201.5734,0.0119,1787.8273,0.0112,790.2220,0.0052,1925.1398,0.0051,829.6533,0.0032,338.3644,0.0013,1390.2550,0.0049,1099.8660,0.0046,490.9363,0.0020,1673.7328,0.0068,1960.1832,0.0063,1140.2491,0.0028,20823.4159,0.0807
129,38,1356.6880,0.0050,564.6246,0.0037,921.1057,0.0048,1945.3683,0.0051,2600.2379,0.0097,1492.4811,0.0094,626.3030,0.0041,2299.7375,0.0060,747.2302,0.0028,709.4943,0.0027,1093.9826,0.0039,899.1653,0.0038,391.6699,0.0016,1587.4633,0.0065,1563.3370,0.0050,1006.2201,0.0024,19805.1088,0.0765
130,39,1340.3550,0.0050,791.3368,0.0051,1710.9385,0.0090,2333.1652,0.0061,3749.6327,0.0139,1965.4825,0.0123,502.3912,0.0033,3165.4638,0.0083,730.1181,0.0028,1124.4556,0.0043,883.7193,0.0031,896.8456,0.0038,428.9130,0.0017,1653.0253,0.0067,1286.4858,0.0041,857.0803,0.0021,23419.4087,0.0916
131,40,1548.0080,0.0050,1021.4600,0.0066,1766.7186,0.0093,2763.4264,0.0072,4997.1093,0.0186,1489.4713,0.0093,635.0327,0.0042,3551.3430,0.0093,799.8928,0.0030,681.2581,0.0026,852.1465,0.0030,1089.4667,0.0046,401.8792,0.0016,1615.5793,0.0066,1527.2321,0.0049,911.2850,0.0022,25651.3090,0.0980
132,41,1546.0140,0.0050,972.8776,0.0063,1307.5751,0.0069,2984.7047,0.0078,4267.6058,0.0159,1117.9757,0.0070,822.1528,0.0054,3607.5392,0.0095,871.4975,0.0033,334.6411,0.0013,747.6482,0.0026,1501.8094,0.0063,601.0707,0.0024,1775.5019,0.0072,2089.4642,0.0067,1008.2870,0.0024,25556.3649,0.0960
133,42,1592.6480,0.0060,857.8953,0.0056,1273.0560,0.0067,2944.8126,0.0077,5445.2767,0.0202,1145.5787,0.0072,1045.2466,0.0069,4238.9479,0.0111,906.3958,0.0035,92.8964,0.0004,697.3590,0.0025,2072.9757,0.0087,587.0296,0.0024,2034.2704,0.0083,1294.1240,0.0042,1268.8896,0.0031,27497.4023,0.1045
134,43,1448.7870,0.0050,797.9222,0.0052,1013.5397,0.0053,6007.8737,0.0157,6696.2225,0.0249,1435.5387,0.0090,1523.1828,0.0100,7901.5295,0.0208,924.2159,0.0035,66.7998,0.0003,752.8127,0.0027,1784.6451,0.0075,656.4798,0.0026,2437.4604,0.0099,890.3228,0.0029,1014.8440,0.0025,35352.1766,0.1278
135,44,1442.3920,0.0050,831.8799,0.0054,920.2402,0.0048,11415.3898,0.0298,5451.9086,0.0203,1782.6683,0.0112,2129.2861,0.0140,7048.2580,0.0185,922.1338,0.0035,110.0707,0.0004,979.0868,0.0034,1556.1222,0.0065,1145.4649,0.0046,3669.4064,0.0149,1070.5997,0.0034,739.7528,0.0018,41214.6602,0.1475
136,45,1597.6410,0.0060,776.6829,0.0050,1003.5153,0.0053,5385.9777,0.0141,4835.1107,0.0180,1051.5087,0.0066,3465.5058,0.0229,8038.9445,0.0211,1000.5689,0.0038,132.4473,0.0005,1592.7077,0.0056,1567.3024,0.0066,2778.8110,0.0111,2948.6933,0.0120,2440.4838,0.0078,5806.7185,0.0141,44422.6195,0.1605
137,46,2471.4920,0.0090,720.9832,0.0047,1386.8768,0.0073,4733.4811,0.0124,3794.1068,0.0141,739.7286,0.0046,3727.5185,0.0246,10009.3078,0.0263,890.6345,0.0034,35.5197,0.0001,1277.4273,0.0045,1075.8496,0.0045,1114.9969,0.0045,1895.0751,0.0077,1145.5514,0.0037,3561.3567,0.0086,38579.9060,0.1400
138,47,3511.0580,0.0120,799.5874,0.0052,1628.9019,0.0086,4088.5768,0.0107,1400.9200,0.0052,691.9598,0.0043,2356.9680,0.0156,8644.5471,0.0227,905.6548,0.0035,0,0,1066.0966,0.0038,926.3014,0.0039,611.1744,0.0024,1561.4413,0.0064,818.2556,0.0026,1612.5488,0.0039,30623.9919,0.1108
139,48,3106.7180,0.0110,1036.9918,0.0067,1796.2928,0.0094,3556.3776,0.0093,1266.4056,0.0047,908.9963,0.0057,2975.1535,0.0196,16242.3527,0.0427,881.5763,0.0034,54.9782,0.0002,997.7045,0.0035,933.5312,0.0039,527.5026,0.0021,1437.8271,0.0059,941.3080,0.0030,1100.7133,0.0027,37764.4295,0.1338
140,49,2201.4400,0.0080,1636.0961,0.0106,1794.0843,0.0094,2604.4459,0.0068,1602.5450,0.0060,876.3621,0.0055,2797.8781,0.0185,15407.6398,0.0405,807.8556,0.0031,306.7668,0.0012,968.2879,0.0034,1090.7556,0.0046,525.3892,0.0021,1545.0803,0.0063,849.4211,0.0027,825.7698,0.0020,35839.8176,0.1307
141,50,1838.2670,0.0060,2710.4391,0.0176,1786.3011,0.0094,1875.8319,0.0049,1870.8519,0.0070,755.3196,0.0047,2830.7797,0.0187,8055.0773,0.0212,748.7457,0.0029,678.9099,0.0026,873.0782,0.0031,1258.4344,0.0053,297.9918,0.0012,1899.5849,0.0077,767.7076,0.0025,522.5088,0.0013,28769.8289,0.1161
142,51,1352.8370,0.0050,1140.9004,0.0074,2022.2493,0.0106,1669.9772,0.0044,1299.7975,0.0048,681.9912,0.0043,1296.2734,0.0086,6826.0417,0.0179,822.5300,0.0031,1084.0007,0.0041,848.1940,0.0030,1294.2931,0.0054,281.6406,0.0011,1690.3427,0.0069,909.1956,0.0029,355.8505,0.0009,23576.1149,0.0904
143,52,796.0220,0.0030,413.5173,0.0027,2003.8546,0.0105,1674.2006,0.0044,1153.8461,0.0043,613.0221,0.0038,904.7029,0.0060,3004.4548,0.0079,958.2751,0.0037,663.6949,0.0025,821.1128,0.0029,1490.9347,0.0062,205.6086,0.0008,1425.3784,0.0058,1200.3601,0.0039,267.8918,0.0007,17596.8768,0.0691
