 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
39,,2523,273.7229,89.7097,35.8087,154.0462,0.4232,2.5053,0.3992,0.9550
40,,124,63.5980,24.4330,6.4618,111.3144,0.3853,3.7811,0.2645,0.8000
41,,1269,172.6102,58.5229,27.6087,30.6786,0.5352,2.1197,0.4718,0.9488
42,,6775,432.3991,137.9716,62.5215,134.9584,0.4554,2.2068,0.4531,0.9627
43,,1859,202.9949,62.4044,37.9293,52.4614,0.5669,1.6453,0.6078,0.9490
44,,185,98.6102,37.6841,6.2506,47.7926,0.2391,6.0289,0.1659,0.7757
45,,61,42.3848,15.4799,5.0173,103.3554,0.4267,3.0853,0.3241,0.8079
46,,3227,252.1493,77.9773,52.6915,86.9063,0.6378,1.4799,0.6757,0.9574
47,,2523,274.3087,89.7097,35.8087,115.9538,0.4214,2.5053,0.3992,0.9550
48,,383,85.5980,28.7529,16.9601,134.8053,0.6569,1.6953,0.5899,0.9087
49,,10,13.6569,5.8484,2.1771,90.0000,0.6738,2.6864,0.3723,0.9091
50,,62,46.9706,18.4576,4.2769,83.1610,0.3531,4.3157,0.2317,0.7848
51,,374,103.6396,36.7894,12.9437,126.6812,0.4376,2.8423,0.3518,0.8852
52,,2551,262.2082,83.7416,38.7864,29.6573,0.4663,2.1590,0.4632,0.9474
53,,4457,310.2670,113.8954,49.8249,107.1089,0.5818,2.2859,0.4375,0.9683
54,,2750,226.3087,65.7529,53.2510,45.0638,0.6747,1.2348,0.8099,0.9589
55,,930,130.1249,38.3443,30.8811,103.5207,0.6902,1.2417,0.8054,0.9427
56,,6818,380.9361,131.7174,65.9058,162.7911,0.5904,1.9986,0.5004,0.9737
57,,1261,172.3259,60.5423,26.5196,179.3794,0.5336,2.2829,0.4380,0.9403
58,,124,63.5980,24.4330,6.4618,158.6856,0.3853,3.7811,0.2645,0.8000
59,,10,13.0711,5.8484,2.1771,0.0000,0.7355,2.6864,0.3723,0.9091
60,,94,47.4558,15.2014,7.8733,15.3889,0.5245,1.9308,0.5179,0.8246
61,,32,27.3137,9.5495,4.2666,159.4728,0.5390,2.2382,0.4468,0.8421
62,,24,23.3137,7.8936,3.8712,164.6347,0.5549,2.0390,0.4904,0.8000
63,,1712,212.7523,89.4821,24.3600,158.2756,0.4753,3.6733,0.2722,0.9456
64,,253,96.0416,34.3527,9.3771,171.8973,0.3447,3.6635,0.2730,0.8694
65,,930,130.1249,38.3443,30.8811,166.4793,0.6902,1.2417,0.8054,0.9427
66,,374,103.6396,36.7894,12.9437,143.3188,0.4376,2.8423,0.3518,0.8852
67,,1269,172.6102,58.5229,27.6087,59.3214,0.5352,2.1197,0.4718,0.9488
68,,12,11.6569,4.5135,3.3851,0.0000,1.0000,1.3333,0.7500,1.0000
69,,1465,204.4092,65.9000,28.3050,22.0478,0.4406,2.3282,0.4295,0.9305
70,,3227,252.1493,77.9773,52.6915,3.0937,0.6378,1.4799,0.6757,0.9574
71,,4317,290.0244,91.2495,60.2368,134.9516,0.6449,1.5148,0.6601,0.9671
72,,1467,181.8406,69.3807,26.9216,177.3603,0.5575,2.5771,0.3880,0.9465
73,,1081,160.2254,47.2148,29.1513,26.1748,0.5291,1.6197,0.6174,0.9339
74,,49,29.7990,10.3437,6.0316,146.8363,0.6934,1.7149,0.5831,0.8099
75,,108,40.7279,12.4246,11.0675,176.7580,0.8182,1.1226,0.8908,0.9076
76,,17,25.0711,10.2908,2.1033,0.0000,0.3399,4.8926,0.2044,0.6800
77,,1159,170.7107,59.6536,24.7376,117.0478,0.4998,2.4115,0.4147,0.9328
78,,253,96.0416,34.3527,9.3771,98.1027,0.3447,3.6635,0.2730,0.8694
79,,720,137.8823,41.7528,21.9562,123.1712,0.4759,1.9016,0.5259,0.9085
80,,94,47.4558,15.2014,7.8733,74.6111,0.5245,1.9308,0.5179,0.8246
81,,1781,205.9828,81.0399,27.9818,87.3587,0.5275,2.8962,0.3453,0.9476
82,,1335,178.9533,51.5573,32.9687,21.2344,0.5239,1.5638,0.6395,0.9329
83,,921,126.5269,41.8419,28.0258,92.2772,0.7229,1.4930,0.6698,0.9475
84,,3253,272.6934,69.3719,59.7049,71.4890,0.5497,1.1619,0.8606,0.9573
85,,2720,340.1665,136.8465,25.3073,168.2004,0.2954,5.4074,0.1849,0.9400
86,,1859,202.9949,62.4044,37.9293,37.5386,0.5669,1.6453,0.6078,0.9490
87,,5471,324.3503,87.6787,79.4480,0.5593,0.6535,1.1036,0.9061,0.9692
88,,32,27.3137,9.5495,4.2666,110.5272,0.5390,2.2382,0.4468,0.8421
89,,1712,213.3381,89.4821,24.3600,111.7244,0.4727,3.6733,0.2722,0.9456
90,,1159,170.7107,59.6536,24.7376,152.9522,0.4998,2.4115,0.4147,0.9328
91,,2551,262.2082,83.7416,38.7864,60.3427,0.4663,2.1590,0.4632,0.9474
92,,1735,172.1838,47.5067,46.5002,45.3866,0.7354,1.0216,0.9788,0.9580
93,,979,164.1665,62.3658,19.9870,55.3097,0.4565,3.1203,0.3205,0.9319
94,,491,94.1838,30.7933,20.3019,146.7837,0.6956,1.5168,0.6593,0.9221
95,,1261,172.3259,60.5423,26.5196,90.6206,0.5336,2.2829,0.4380,0.9403
96,,326,111.4558,41.1378,10.0899,2.0000,0.3298,4.0771,0.2453,0.8693
97,,720,137.2965,41.7528,21.9562,146.8288,0.4800,1.9016,0.5259,0.9085
98,,65,36.9706,10.9820,7.5360,101.8686,0.5976,1.4573,0.6862,0.8280
99,,275,79.3553,23.4575,14.9266,21.5211,0.5488,1.5715,0.6363,0.8758
100,,185,98.6102,37.6841,6.2506,42.2074,0.2391,6.0289,0.1659,0.7757
101,,48,34.9706,11.7806,5.1878,109.7354,0.4932,2.2708,0.4404,0.7742
102,,65,36.9706,10.9820,7.5360,168.1314,0.5976,1.4573,0.6862,0.8280
103,,24,23.3137,7.8936,3.8712,105.3653,0.5549,2.0390,0.4904,0.8000
104,,49,30.3848,10.3437,6.0316,123.1637,0.6670,1.7149,0.5831,0.8099
105,Mean,1888.6923,166.5374,55.9200,27.5495,94.5617,0.5315,2.7302,0.4956,0.9001
106,SD,2943.3232,126.3519,42.7331,24.0662,52.9667,0.1510,3.1342,0.2064,0.0756
107,Min,10,11.6569,4.5135,2.1033,0.0000,0.0608,1.0216,0.0320,0.6395
108,Max,17178,563.3209,189.1723,115.6179,179.3794,1.0000,31.2577,0.9788,1.0000
